Tweets,Sentiment
"Broo I hope this post reaches to millions of people, so it's easy to explain, whats the benefit of the presale.

Also, with the 'x' s hype, more new communities will jump in to buy $Mazi and that's how we go beyond moon

@Mazimatic @WeAreSaitama @Epayme_uae https://t.co/a4GU6Gmtw6",1
,
"@sagehulu Hope probe ( Mars mission ) is significant achievement and next month Rashid rover will land on moon April 2023 will be the 4th nation, and it will be great success. UAE will produce airlock on NASA lunar orbit station in future.",1
,
"Today is gonna be a berry good day! 🧡 These blueberry scones are to die for! Rescue your little piece of happiness from Wild &amp; The Moon UAE today! We’re thrilled to have these amazing local businesses join us on our FoodKarma mission to save food, save money &amp; the planet 💪🌏 https://t.co/JXnNnSEema",1
,
“The Moon” Pic taken on Samsung  Galaxy S23 ultra #UAE #UAE2Space #Moon #NASA #SamsungGalaxyS23Ultra #topstories #superpower https://t.co/XqQ1llNVWQ,0
,
"@Richard67898664 @AlinejadMasih You are struggling for no good reasons!, Today, the US, Russia UAE went to moon together! You are fighting to be kept by US in hell alone",1
,
"#SpaceX Crew Dragon capsule has successfully arrived at the International Space Station, carrying a team of 4 astronauts from the US, Russia, UAE. Over the next six months, they will conduct crucial experiments and pave the way for future human expeditions to the Moon. 🚀🌕 #NASA https://t.co/FAK4r3bUmn",1
,
"The Mazi VR filter for Snapchat is now out.

Mazi beyond moon 🚀

Sound onn 🔊

@Mazimatic @WeAreSaitama @Epayme_uae

https://t.co/0R2inCCcRH https://t.co/2Ax9Ji6YuT",1
,
"'I'll never forget seeing the space launch in person - next stop, the #Moon', by @SarwatNasir in @TheNationalNews https://t.co/KDmNvOPJOq #Lunapolitics #UAE",0
,
"'I'll never forget seeing the #space launch in person - next stop, the #Moon', by @SarwatNasir in @TheNationalNews https://t.co/XKsKFlCf0m #Space #SpaceExploration #ISS #UAE",0
,
"@humbleGenius123 @GemmaHeaney1 @EricSlavik You can watch outer space, the Moon, the planet Mars, other places...live 24/7...@elonmusk put a car in orbit...we have humans in space every single day. 

Getting to the Moon is pretty meh nowadays...even the UAE are on their way...60 odd landings and counting...to deny is silly",-1
,
"#Ramadan2023: How long will UAE residents fast daily?
 
The official start date will be determined by the moon-sighting committee

https://t.co/JUkJ2bE5Ir",1
,
@Kirkuknow_DT The UAE which is Iraqis neighbour has sent its citizens to the moon fews time. Until now Iraq still can't not implement concrete security plans. Spit of faces Shia militias.,1
,
"'I'll never forget seeing the space launch in person - next stop, the Moon' https://t.co/Kqhyc5WKBB",0
,
"“I was only about five kilometres away from the launch pad at the Kennedy Space Centre in Florida on Thursday, which gave me extraordinary views of SpaceX’s Falcon 9 rocket soaring through the skies”. @SarwatNasir 

https://t.co/f0MFltsttO via @TheNationalNews",1
,
"'I'll never forget seeing the space launch in person - next stop, the Moon' - a personal look at a milestone moment for the UAE's space ambitions
https://t.co/OpFspcU9rd",0
,
"'I'll never forget seeing the space launch in person - next stop, the Moon' https://t.co/uctc0llULm https://t.co/zUINBhLfIX",0
,
"I'm excited to see this all live transmission to the moon😍 UAE is achieving what they dreams for🇦🇪
#SpaceX #UAE2Space  #TheLongestArabSpaceMission 
@NASA @MBRSpaceCentre https://t.co/AT5s0o6BLJ",1
,
"COLOSSUS ARISE! @Emirates Airlines flight EK212 crosses the cloud enshrouded waxing gibbous Moon tonight. The ginormous @Airbus A380-842 jet was at 35,000 feet with a speed of 694 mph on the way from Houston TX to Dubai UAE. Science! #Moon #Astrophotography https://t.co/wGyGdqsu6r",0
,
"🌎FEBRUARY INTERNATIONAL GSWs BY HORSES FROM PHIPPS FAMILIES
🏆🇧🇷G1 Estado do Rio de Janeiro–London Moon (Brz)
🏆🇦🇺G2 Autumn–Glint of Silver (Aus)
🏆🇦🇪G3 UAE Oaks–Mimi Kakushi (USA)
🏆🇯🇵G3 Kokura Daishoten–Hindu Times (Jpn)
🏆🇦🇺G3 Triscay–Po Kare Kare (NZ)
https://t.co/MGMd1zHImX",0
,
"A new Buyer from U.A.E joined today. To know more about this buyer, please tap on the following link. https://t.co/yikp72WUHv",1
,
"@ShooguhLipz There is NO WAY that is true. Lower than the UAE and Qatar? Yeah... riiiiiiight.🤦‍♂️

... If y'all believe that, I have  Bridge... and a moon in Omicron Percei 8 to sell you!😂

#disinformation",1
,
"Lander carrying #UAE’s #Rashid rover to reach #lunar orbit this month, by @SarwatNasir in @TheNationalNews https://t.co/ol6tS5h4Uj #Space #SpaceExploration #Moon",0
,
"Everyone is going South, Japan is going North! Its lander will land in the Atlas Crater near Mare Frigoris (the Sea of Cold) in April. Japan's ‘Hakuto”(‘white rabbit’) mission launched last Dec with NASA’s Lunar Flashlight &amp; UAE’s Rashid rover– all headed to the Moon.@ispace_inc https://t.co/lLjeMDXLF4",-1
,
"Lander carrying UAE’s Rashid rover to reach lunar orbit this month
Landing attempt on the Moon's surface will be made at end of April
By Sarwat Nasir @SarwatNasir 
https://t.co/QhM7iqf3gt",0
,
"@MigunaMiguna You are on the moon celebrating mediocrity, but can't remember its Moses Kuria and Ruto during Uhuru's tenure who ordered the sedation and deportation to UAE! Were you happy by then? Let's all condemn political which hunting..",1
,
"#Ramadan2023: How long will UAE residents fast daily? 

The official start date will be determined by the moon-sighting committee

https://t.co/JUkJ2bEDxZ",1
,
"Some of my KSP Screen Shots 

First 2 are a Large Comms array named 
""UAE Orion Type 2 Comms array""

Then the last 2 are a Space station used for further missions to the moon and Mars named
""UAE Odin type 4 space station""

#KSP #KerbalSpaceProgram https://t.co/laJMJ4klJC",1
,
"UAE #Moon mission: Scheduled landing date of #Rashid Rover revealed, in @khaleejtimes https://t.co/MsV7WER7LE #Lunapolitics #UAE",0
,
Scheduled landing date of UAE’s  Moon mission revealed https://t.co/9uelBZtvYY,0
,
"To come in 2023: #UAE2SPACE

Dr Al Neyadi is to launch to the ISS, with Rashid rover due to land on the Moon. Saudi Arabia plans to send two astronauts into space and the UAE's space centre will launch its MBZSat

🧵 (17/18) https://t.co/YZYbrCQjCI",-1
,
"2021:

The UAE announces two new astronauts Nora Al Matrooshi, the first female astronaut, and Mohammad Mulla. In June, the UAE announces a long-term Moon exploration programme

🧵 (14/18) https://t.co/R8uUqU5FAC",1
,
"2020: 

The UAE announces the region's first mission to the Moon. A month later, it signs the US-led Artemis Accords, an international agreement for responsible lunar exploration

🧵 (13/18) https://t.co/Ee8MATbOEQ",1
,
"UAE Moon mission: Scheduled landing date of Rashid Rover revealed

https://t.co/S2wTHQawj7
#UAE2Space #uae #moonmission https://t.co/ClK3i26qve",0
,
"Image:-Great Ziggurat before&amp;after restoration Ur #Sumerian city ancient #Mesopotamia 4000 BCE:Temple  moon god Nanna(top L&amp;R).
Gudea's Temple Southern #Mesopotamia 2080–2060 BCE.

Magan(#UAE/#Oman)and Meluhha's(#Ethiopia)ancient Temple?

@UAE_Africa,@abudhabiturath, @fbmi_uae. https://t.co/Kgj7C48X83 https://t.co/lO3BU48ctW",1
,
#UAE Moon mission: Scheduled landing date of Rashid Rover revealed https://t.co/GZ4GboZ9Sa,0
,
"#BREAKING: The lander that’s carrying the #UAE’s lunar rover to the Moon has entered the second phase of its mission. It is now on a trajectory to the Moon with a scheduled landing for the end of April 2023.

https://t.co/W2Q4etiWm5

#RashidRover #UAEMoonMission @MBRSpaceCentre https://t.co/DDNEoAAzI7",0
,
"Check out this @WorldBank article featuring our #UAE-based startup @TakalamHere highlighting the impressive strides made by #women in the #tech industry in the #GCC 👩🏻‍💻📱👇🏼

https://t.co/9izjZF5SP5

#Flat6Labs #UN #healthtech #WomensDay",1
,
"Empowering women of the UAE in the AI and Tech fields! 🤖💻
https://t.co/gOnUEgD4mv",0
,
"Madiha shared her advice for young women who are starting their tech careers in the UAE: 
💪🏼 Demonstrate ownership
🔎 Focus on learning, not on advancement or monetary reward",1
,
"Madiha said that 57% of STEM graduates in the Arab world are women, and that number goes up to 61% in the UAE; however, only 34% of the region's tech startups have female founders.",0
,
"Madiha Sattar, our VP, #Careem Pay, joined a group of incredible women at the @LeanTechHQ #WomeninTech panel discussion to explore strategies for women to thrive and succeed in a tech workplace in the UAE 🚀 https://t.co/ci0fl3YFNK",1
,
"80% in the #UAE agree that women are a source of untapped potential in the #STEM workforce.

More here: https://t.co/94PDdTK1cC 
@HPE 
#womenintech #internationalwomensday #IWD2023",0
,
"Honored to be listed in the Top 100 Women in Tech

Thanks, @AgileTDZone team for this amazing recognition, and congratulations to all the other inspiring women.

#womenintech #qa #tester #UAE https://t.co/WXjGrQG1UL",1
,
"Robotic dogs, drones and SWAT vehicles are just some of the latest technology on display at the World Police Summit. 

#EmiratesNews #DubaiOneTv #UAE #Dubai #News https://t.co/5dnlZ6MCzh",1
,
@issam_said presenting how to UNLEASH THE POWER OF #AI WITH NVIDIA to #developers attending @CodersHQ meetup @NVIDIAEU https://t.co/XRYIZ9FoH8,0
,
"We are thrilled to announce a meetup/workshop co-organized with @uaeai_2031 &amp; @coders_hq 

GPT Prompt Engineering: Hands-on the future. 

Fri, March 10, 
7:00 PM - 9:00 PM
CodersHQ, Trade Centre 2, Dubai https://t.co/7PoDMAvBoY",1
,
Excited to be involved in this AI Minecraft camp run by @codershq. Year of Sustainability all done through Minecraft! @MicrosoftEDU  @MicrosoftUAE  @philipwride  #uae #minecraft #ai #aiineducation #augmentedreality #minecrafteducation #minecraft #educationtechnology #edtech https://t.co/AFT1H13Zei,1
,
"UAE's 1st long-duration astronaut sets sights on moon and Mars!
-
https://t.co/N60KTaz0Da
-
-
-
#Space #UAE #spacemission #spaceze #nasa #spaceship #spacex #spacestation #universe #astronomy #astronaut #stars #spaceshuttle #explore https://t.co/PatFMdxQON",0
,
"""The foursome also spent Monday installing new space biology hard- ware, replacing electronic components, and updating emergency procedures for the expanded crew.""

Meanwhile, the UAE's Emirates Lunar Mission is working on a second rover to the Moon. Dr Hamad Al Marzooqi,",-1
,
"Al Neyadi gets up to speed with life on orbit UAE developing second Moon rover

ravelling at 28,000km per hour on the International Space Station (ISS), UAE astronaut Sultan Al Neyadi is getting up to speed with life on orbit, US space agency Nasa has said..",0
,
"UAE's second moon “ mission in the works

Work on the net lunar mission has already commenced even as the UAE's Rashed Rover is on its way to landing on the Moon's surface April 25 - senior officials of the Mohammed Bin Rashid space Centre (MBRSC)said on Wednesday, it's no secret https://t.co/qvI04OOHiE",-1
,
"AlNeyadi on ISS: UAE astronaut helps install space biology hardware, replaces electronic components https://t.co/SaFc4i09eH More articles like this? https://t.co/hqWilpYmpl #NebulaSpaceInsiderDaily",0
,
"Crews both onboard the ISS and down on Earth had to work in tandem to execute the manoeuvre

https://t.co/XQyjhJVCmt #UAE #Dubai #DXB",0
,
"Crews both onboard the ISS and down on Earth had to work in tandem to execute the manoeuvre

https://t.co/flJTbuHlEe",0
,
"French Air and Space Force🇫🇷 Airbus A330-243MRTT orbiting in the interior UAE🇦🇪; took off from Al Dhafra Air Base, Abu Dhabi🇦🇪

TOTAL/ 3B7568/ F-UJCM

#MZFT https://t.co/TIHItogUll",-1
,
The UAE returns to the International Space Station https://t.co/hkyPmLGawj,0
,
"KSAT signs deal with MBRSC to provide direct communication between the Moon and Earth for UAE's first mission to the Moon: a lunar rover.
- By Louise Weightman
#satellite #space 

https://t.co/hVKurno7Zg 
https://t.co/bhtRJiwzdi",1
,
spacex-launches-us–russia–uae-astronauts-to-space-station https://t.co/M7dpMsKYIi,0
,
spacex-launches-us–russia–uae-astronauts-to-space-station https://t.co/49HhKymBbR,0
,
"Kathryn, Daniel, Joshua, and Zanjoe will have a series of OOTC shows this coming March. 

Get your tickets now 👉🏼 https://t.co/Y3aiDYPLEh 

📍 March 11 | Aribau Multicines, Barcelona, Spain
📍 March 12 | The Space Odeon, Milan, Italy
📍 March 18 | National Theatre, Abu Dhabi, UAE https://t.co/R3gy4czDtR",0
,
"The UAE is currently a “very exciting place to be” with “loads of opportunities,” Andrew Cole, CFO of satellite firm Yahsat told Arabian Business It’s quite an exciting place to be. The UAE has put space exploration as one of its top priorities 👌🇦🇪",1
,
#UAE astronaut Sultan Al Neyadi’s first selfies taken from inside the International Space Station show stunning earth view. https://t.co/6lP4MDk5Qi,1
,
"📍 March 11, 2023 in Aribau Multicines, Barcelona, Spain

📍 March 12, 2023 in The Space Odeon, Mlian, Italy

📍 March 18, 2023 in National Theatre, Abu Dhabi, UAE https://t.co/BknpgWPbSb",0
,
"UAE astronaut Sultan Al Neyadi shares selfie from space. 

“From space, I salute earth” Al Neyadi said.

#LongestArabspacemission https://t.co/qBg4tV2Gyq",0
,
Congratulations to Emirati astronaut @Astro_Alneyadi  for sharing his awe-inspiring views of #Earth from the International Space Station. This achievement not only showcases the UAE's commitment to #space exploration but also reminds us of the #beauty and fragility of our planet. https://t.co/HLiEsZoT7M,0
,
"#UAE ‘exciting place’ for #satellite, #space exploration industry, says @yahsatofficial executive, by Matthew Amlot in @ArabianBusiness https://t.co/o3T21gMjfH #UAE",1
,
"Sultan Al Neyadi Shares First Views of Earth from ISS
#UAE2Space #TheLongestArabSpaceMission #Crew6 #MBRSC 
@MBRSpaceCentre 
@tdrauae
@Astro_Alneyadi
@Space_Station https://t.co/IewYt3ROmg",1
,
"@TVPatrol @DJPGlobalOFC Kathryn, Daniel, Joshua, and Zanjoe will have a series of OOTC shows this coming March. 

Get your tickets now 👉🏼 https://t.co/Y3aiDYPLEh 

📍 March 11 | Aribau Multicines, Barcelona, Spain
📍 March 12 | The Space Odeon, Milan, Italy
📍 March 18 | National Theatre, Abu Dhabi, UAE",0
,
A week on the space station: What has astronaut Sultan Al Neyadi been up to? https://t.co/BYVtSuCd36,0
,
@EmmaPinkyB Exactly and I’m surprised that those bashing UAE and calling the photo fake are not asking their leaders to send their astronauts into space too. It’s so easy to criticise but hard to follow through and do something. People may have money but lack vision and determination etc.,-1
,
"@EmmaPinkyB It’s clearly not obvious because Kuwaitis and other Arab nationalities are mocking and making fun, thinking UAE photoshop the space photo of the astronaut etc. They are ignorant and oblivious and spreading wrong information because if jealousy and resentment etc.",-1
,
"Give your Living space a simple yet classy look with Expert Wallpaper Design services listed with 𝐩𝐫𝐨𝐩𝐞𝐫𝐭𝐢𝐞𝐬.𝐦𝐚𝐫𝐤𝐞𝐭.

Visit our website: https://t.co/u3WVRPLSbb

#wallpaper #wallpaperdesign #wallpaperdesignservices #uae #dubai #abudhabi   #wallpaperdecor #design https://t.co/09DBar1LwU",1
,
A week on the space station: What has astronaut Sultan Al Neyadi been up to? https://t.co/DqGgb6WDJt via @TheNationalNews,0
,
@ahmedwaqas800 Did your wife also gave u 50 lakhs so u could open a business in Uae and then block her. You are ahmedwaqas must be a long name with 800 add to it with no space thus shows how much of and uneducated basement dweler are u. The picture on your profile show that u look like a beggar,1
